"tournament_id","round","home","away","winner","loser"
1955,"Round_of_16","Kazuki Yamamoto","Rafael Castillo","Kazuki Yamamoto","Rafael Castillo"
1955,"Round_of_16","Luis Perez","Samuel Flores","Luis Perez","Samuel Flores"
1955,"Round_of_16","Liam Janssen","Jackson Davis","Liam Janssen","Jackson Davis"
1955,"Round_of_16","Miguel Sansiro","Li Wei","Miguel Sansiro","Li Wei"
1955,"Round_of_16","Max Williams","Mateo Diaz","Max Williams","Mateo Diaz"
1955,"Round_of_16","Noah Fischer","Malik Obi","Noah Fischer","Malik Obi"
1955,"Quarterfinal","Jennifer Maldini","Robin Wright","Robin Wright","Jennifer Maldini"
1955,"Quarterfinal","Kazuki Yamamoto","Luis Perez","Luis Perez","Kazuki Yamamoto"
1955,"Quarterfinal","Liam Janssen","Miguel Sansiro","Miguel Sansiro","Liam Janssen"
1955,"Quarterfinal","Max Williams","Noah Fischer","Max Williams","Noah Fischer"
1955,"Semifinal","Robin Wright","Luis Perez","Luis Perez","Robin Wright"
1955,"Semifinal","Miguel Sansiro","Max Williams","Miguel Sansiro","Max Williams"
1955,"Final","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
1956,"Round_of_16","Rafael Castillo","Aiden Nguyen","Rafael Castillo","Aiden Nguyen"
1956,"Round_of_16","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
1956,"Round_of_16","Juma Sow","Samuel Flores","Juma Sow","Samuel Flores"
1956,"Round_of_16","Kazuki Yamamoto","Jackson Davis","Kazuki Yamamoto","Jackson Davis"
1956,"Round_of_16","Luis Perez","Li Wei","Li Wei","Luis Perez"
1956,"Round_of_16","Liam Janssen","Mateo Diaz","Liam Janssen","Mateo Diaz"
1956,"Round_of_16","Max Williams","Miguel Sansiro","Max Williams","Miguel Sansiro"
1956,"Round_of_16","Malik Obi","Noah Fischer","Malik Obi","Noah Fischer"
1956,"Quarterfinal","Rafael Castillo","Jennifer Maldini","Rafael Castillo","Jennifer Maldini"
1956,"Quarterfinal","Juma Sow","Kazuki Yamamoto","Kazuki Yamamoto","Juma Sow"
1956,"Quarterfinal","Li Wei","Liam Janssen","Li Wei","Liam Janssen"
1956,"Quarterfinal","Max Williams","Malik Obi","Malik Obi","Max Williams"
1956,"Semifinal","Rafael Castillo","Kazuki Yamamoto","Rafael Castillo","Kazuki Yamamoto"
1956,"Semifinal","Li Wei","Malik Obi","Malik Obi","Li Wei"
1956,"Final","Rafael Castillo","Malik Obi","Rafael Castillo","Malik Obi"
1957,"Round_of_16","Aiden Nguyen","Liam Janssen","Aiden Nguyen","Liam Janssen"
1957,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
1957,"Round_of_16","Kazuki Yamamoto","Samuel Flores","Kazuki Yamamoto","Samuel Flores"
1957,"Round_of_16","Rafael Castillo","Jennifer Maldini","Jennifer Maldini","Rafael Castillo"
1957,"Round_of_16","Luis Perez","Max Williams","Luis Perez","Max Williams"
1957,"Round_of_16","Li Wei","Miguel Sansiro","Li Wei","Miguel Sansiro"
1957,"Round_of_16","Jackson Davis","Malik Obi","Jackson Davis","Malik Obi"
1957,"Round_of_16","Mateo Diaz","Noah Fischer","Mateo Diaz","Noah Fischer"
1957,"Quarterfinal","Aiden Nguyen","Robin Wright","Aiden Nguyen","Robin Wright"
1957,"Quarterfinal","Kazuki Yamamoto","Jennifer Maldini","Jennifer Maldini","Kazuki Yamamoto"
1957,"Quarterfinal","Luis Perez","Li Wei","Luis Perez","Li Wei"
1957,"Quarterfinal","Jackson Davis","Mateo Diaz","Jackson Davis","Mateo Diaz"
1957,"Semifinal","Aiden Nguyen","Jennifer Maldini","Aiden Nguyen","Jennifer Maldini"
1957,"Semifinal","Luis Perez","Jackson Davis","Luis Perez","Jackson Davis"
1957,"Final","Aiden Nguyen","Luis Perez","Luis Perez","Aiden Nguyen"
1958,"Round_of_16","Rafael Castillo","Aiden Nguyen","Rafael Castillo","Aiden Nguyen"
1958,"Round_of_16","Jennifer Maldini","Robin Wright","Robin Wright","Jennifer Maldini"
1958,"Round_of_16","Juma Sow","Samuel Flores","Juma Sow","Samuel Flores"
1958,"Round_of_16","Kazuki Yamamoto","Jackson Davis","Jackson Davis","Kazuki Yamamoto"
1958,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
1958,"Round_of_16","Liam Janssen","Mateo Diaz","Liam Janssen","Mateo Diaz"
1958,"Round_of_16","Max Williams","Miguel Sansiro","Miguel Sansiro","Max Williams"
1958,"Round_of_16","Malik Obi","Noah Fischer","Malik Obi","Noah Fischer"
1958,"Quarterfinal","Rafael Castillo","Robin Wright","Rafael Castillo","Robin Wright"
1958,"Quarterfinal","Juma Sow","Jackson Davis","Juma Sow","Jackson Davis"
1958,"Quarterfinal","Luis Perez","Liam Janssen","Luis Perez","Liam Janssen"
1958,"Quarterfinal","Miguel Sansiro","Malik Obi","Malik Obi","Miguel Sansiro"
1958,"Semifinal","Rafael Castillo","Juma Sow","Rafael Castillo","Juma Sow"
1958,"Semifinal","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
1958,"Final","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
1959,"Round_of_16","Aiden Nguyen","Liam Janssen","Aiden Nguyen","Liam Janssen"
1959,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
1959,"Round_of_16","Kazuki Yamamoto","Samuel Flores","Kazuki Yamamoto","Samuel Flores"
1959,"Round_of_16","Rafael Castillo","Jennifer Maldini","Rafael Castillo","Jennifer Maldini"
1959,"Round_of_16","Luis Perez","Max Williams","Luis Perez","Max Williams"
1959,"Round_of_16","Li Wei","Miguel Sansiro","Li Wei","Miguel Sansiro"
1959,"Round_of_16","Jackson Davis","Malik Obi","Jackson Davis","Malik Obi"
1959,"Round_of_16","Mateo Diaz","Noah Fischer","Mateo Diaz","Noah Fischer"
1959,"Quarterfinal","Aiden Nguyen","Robin Wright","Robin Wright","Aiden Nguyen"
1959,"Quarterfinal","Kazuki Yamamoto","Rafael Castillo","Rafael Castillo","Kazuki Yamamoto"
1959,"Quarterfinal","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
1959,"Quarterfinal","Jackson Davis","Noah Fischer","Jackson Davis","Noah Fischer"
1959,"Semifinal","Robin Wright","Rafael Castillo","Rafael Castillo","Robin Wright"
1959,"Semifinal","Luis Perez","Jackson Davis","Jackson Davis","Luis Perez"
1959,"Final","Rafael Castillo","Jackson Davis","Rafael Castillo","Jackson Davis"
1960,"Round_of_16","Kazuki Yamamoto","Luis Perez","Luis Perez","Kazuki Yamamoto"
1960,"Round_of_16","Rafael Castillo","Aiden Nguyen","Aiden Nguyen","Rafael Castillo"
1960,"Round_of_16","Jackson Davis","Robin Wright","Robin Wright","Jackson Davis"
1960,"Round_of_16","Samuel Flores","Juma Sow","Juma Sow","Samuel Flores"
1960,"Round_of_16","Jennifer Maldini","Liam Janssen","Jennifer Maldini","Liam Janssen"
1960,"Round_of_16","Miguel Sansiro","Li Wei","Li Wei","Miguel Sansiro"
1960,"Round_of_16","Max Williams","Malik Obi","Max Williams","Malik Obi"
1960,"Quarterfinal","Luis Perez","Aiden Nguyen","Aiden Nguyen","Luis Perez"
1960,"Quarterfinal","Robin Wright","Juma Sow","Juma Sow","Robin Wright"
1960,"Quarterfinal","Jennifer Maldini","Li Wei","Jennifer Maldini","Li Wei"
1960,"Quarterfinal","Mateo Diaz","Max Williams","Mateo Diaz","Max Williams"
1960,"Semifinal","Aiden Nguyen","Juma Sow","Juma Sow","Aiden Nguyen"
1960,"Semifinal","Jennifer Maldini","Mateo Diaz","Mateo Diaz","Jennifer Maldini"
1960,"Final","Juma Sow","Mateo Diaz","Juma Sow","Mateo Diaz"
1961,"Round_of_16","Aiden Nguyen","Jennifer Maldini","Jennifer Maldini","Aiden Nguyen"
1961,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
1961,"Round_of_16","Kazuki Yamamoto","Rafael Castillo","Kazuki Yamamoto","Rafael Castillo"
1961,"Round_of_16","Samuel Flores","Liam Janssen","Samuel Flores","Liam Janssen"
1961,"Round_of_16","Luis Perez","Li Wei","Li Wei","Luis Perez"
1961,"Round_of_16","Jackson Davis","Miguel Sansiro","Jackson Davis","Miguel Sansiro"
1961,"Round_of_16","Mateo Diaz","Malik Obi","Mateo Diaz","Malik Obi"
1961,"Round_of_16","Max Williams","Noah Fischer","Noah Fischer","Max Williams"
1961,"Quarterfinal","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
1961,"Quarterfinal","Kazuki Yamamoto","Samuel Flores","Kazuki Yamamoto","Samuel Flores"
1961,"Quarterfinal","Li Wei","Jackson Davis","Jackson Davis","Li Wei"
1961,"Quarterfinal","Mateo Diaz","Noah Fischer","Mateo Diaz","Noah Fischer"
1961,"Semifinal","Jennifer Maldini","Kazuki Yamamoto","Kazuki Yamamoto","Jennifer Maldini"
1961,"Semifinal","Jackson Davis","Mateo Diaz","Jackson Davis","Mateo Diaz"
1961,"Final","Kazuki Yamamoto","Jackson Davis","Kazuki Yamamoto","Jackson Davis"
1962,"Round_of_16","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
1962,"Round_of_16","Kazuki Yamamoto","Rafael Castillo","Kazuki Yamamoto","Rafael Castillo"
1962,"Round_of_16","Samuel Flores","Jackson Davis","Jackson Davis","Samuel Flores"
1962,"Round_of_16","Aiden Nguyen","Juma Sow","Juma Sow","Aiden Nguyen"
1962,"Round_of_16","Luis Perez","Li Wei","Luis Perez","Li Wei"
1962,"Round_of_16","Liam Janssen","Mateo Diaz","Mateo Diaz","Liam Janssen"
1962,"Round_of_16","Miguel Sansiro","Noah Fischer","Miguel Sansiro","Noah Fischer"
1962,"Round_of_16","Max Williams","Malik Obi","Max Williams","Malik Obi"
1962,"Quarterfinal","Jennifer Maldini","Kazuki Yamamoto","Jennifer Maldini","Kazuki Yamamoto"
1962,"Quarterfinal","Jackson Davis","Juma Sow","Juma Sow","Jackson Davis"
1962,"Quarterfinal","Luis Perez","Mateo Diaz","Mateo Diaz","Luis Perez"
1962,"Quarterfinal","Miguel Sansiro","Max Williams","Miguel Sansiro","Max Williams"
1962,"Semifinal","Jennifer Maldini","Juma Sow","Jennifer Maldini","Juma Sow"
1962,"Semifinal","Mateo Diaz","Miguel Sansiro","Mateo Diaz","Miguel Sansiro"
1962,"Final","Jennifer Maldini","Mateo Diaz","Jennifer Maldini","Mateo Diaz"
1963,"Round_of_16","Kazuki Yamamoto","Juma Sow","Kazuki Yamamoto","Juma Sow"
1963,"Round_of_16","Jennifer Maldini","Mateo Diaz","Jennifer Maldini","Mateo Diaz"
1963,"Round_of_16","Jackson Davis","Samuel Flores","Samuel Flores","Jackson Davis"
1963,"Round_of_16","Robin Wright","Luis Perez","Robin Wright","Luis Perez"
1963,"Round_of_16","Rafael Castillo","Noah Fischer","Noah Fischer","Rafael Castillo"
1963,"Round_of_16","Aiden Nguyen","Miguel Sansiro","Aiden Nguyen","Miguel Sansiro"
1963,"Round_of_16","Malik Obi","Liam Janssen","Liam Janssen","Malik Obi"
1963,"Quarterfinal","Kazuki Yamamoto","Jennifer Maldini","Jennifer Maldini","Kazuki Yamamoto"
1963,"Quarterfinal","Samuel Flores","Robin Wright","Robin Wright","Samuel Flores"
1963,"Quarterfinal","Noah Fischer","Li Wei","Noah Fischer","Li Wei"
1963,"Quarterfinal","Aiden Nguyen","Liam Janssen","Aiden Nguyen","Liam Janssen"
1963,"Semifinal","Jennifer Maldini","Robin Wright","Jennifer Maldini","Robin Wright"
1963,"Semifinal","Noah Fischer","Aiden Nguyen","Noah Fischer","Aiden Nguyen"
1963,"Final","Jennifer Maldini","Noah Fischer","Jennifer Maldini","Noah Fischer"
1964,"Round_of_16","Jennifer Maldini","Samuel Flores","Samuel Flores","Jennifer Maldini"
1964,"Round_of_16","Robin Wright","Aiden Nguyen","Aiden Nguyen","Robin Wright"
1964,"Round_of_16","Kazuki Yamamoto","Li Wei","Kazuki Yamamoto","Li Wei"
1964,"Round_of_16","Noah Fischer","Juma Sow","Noah Fischer","Juma Sow"
1964,"Round_of_16","Rafael Castillo","Liam Janssen","Rafael Castillo","Liam Janssen"
1964,"Round_of_16","Luis Perez","Jackson Davis","Jackson Davis","Luis Perez"
1964,"Round_of_16","Mateo Diaz","Miguel Sansiro","Mateo Diaz","Miguel Sansiro"
1964,"Round_of_16","Max Williams","Malik Obi","Max Williams","Malik Obi"
1964,"Quarterfinal","Samuel Flores","Aiden Nguyen","Aiden Nguyen","Samuel Flores"
1964,"Quarterfinal","Kazuki Yamamoto","Noah Fischer","Kazuki Yamamoto","Noah Fischer"
1964,"Quarterfinal","Rafael Castillo","Jackson Davis","Jackson Davis","Rafael Castillo"
1964,"Quarterfinal","Mateo Diaz","Max Williams","Mateo Diaz","Max Williams"
1964,"Semifinal","Aiden Nguyen","Kazuki Yamamoto","Kazuki Yamamoto","Aiden Nguyen"
1964,"Semifinal","Jackson Davis","Mateo Diaz","Mateo Diaz","Jackson Davis"
1964,"Final","Kazuki Yamamoto","Mateo Diaz","Mateo Diaz","Kazuki Yamamoto"
1965,"Round_of_16","Jennifer Maldini","Rafael Castillo","Rafael Castillo","Jennifer Maldini"
1965,"Round_of_16","Kazuki Yamamoto","Jackson Davis","Jackson Davis","Kazuki Yamamoto"
1965,"Round_of_16","Noah Fischer","Samuel Flores","Noah Fischer","Samuel Flores"
1965,"Round_of_16","Aiden Nguyen","Mateo Diaz","Aiden Nguyen","Mateo Diaz"
1965,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
1965,"Round_of_16","Li Wei","Luis Perez","Luis Perez","Li Wei"
1965,"Round_of_16","Max Williams","Miguel Sansiro","Miguel Sansiro","Max Williams"
1965,"Round_of_16","Malik Obi","Liam Janssen","Liam Janssen","Malik Obi"
1965,"Quarterfinal","Rafael Castillo","Jackson Davis","Rafael Castillo","Jackson Davis"
1965,"Quarterfinal","Noah Fischer","Aiden Nguyen","Noah Fischer","Aiden Nguyen"
1965,"Quarterfinal","Robin Wright","Luis Perez","Robin Wright","Luis Perez"
1965,"Quarterfinal","Miguel Sansiro","Liam Janssen","Miguel Sansiro","Liam Janssen"
1965,"Semifinal","Rafael Castillo","Noah Fischer","Rafael Castillo","Noah Fischer"
1965,"Semifinal","Robin Wright","Miguel Sansiro","Robin Wright","Miguel Sansiro"
1965,"Final","Rafael Castillo","Robin Wright","Rafael Castillo","Robin Wright"
1966,"Round_of_16","Jennifer Maldini","Robin Wright","Robin Wright","Jennifer Maldini"
1966,"Round_of_16","Kazuki Yamamoto","Aiden Nguyen","Kazuki Yamamoto","Aiden Nguyen"
1966,"Round_of_16","Noah Fischer","Miguel Sansiro","Miguel Sansiro","Noah Fischer"
1966,"Round_of_16","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
1966,"Round_of_16","Jackson Davis","Juma Sow","Jackson Davis","Juma Sow"
1966,"Round_of_16","Samuel Flores","Liam Janssen","Liam Janssen","Samuel Flores"
1966,"Round_of_16","Mateo Diaz","Li Wei","Mateo Diaz","Li Wei"
1966,"Round_of_16","Max Williams","Malik Obi","Max Williams","Malik Obi"
1966,"Quarterfinal","Robin Wright","Kazuki Yamamoto","Kazuki Yamamoto","Robin Wright"
1966,"Quarterfinal","Miguel Sansiro","Luis Perez","Luis Perez","Miguel Sansiro"
1966,"Quarterfinal","Jackson Davis","Liam Janssen","Jackson Davis","Liam Janssen"
1966,"Quarterfinal","Mateo Diaz","Max Williams","Max Williams","Mateo Diaz"
1966,"Semifinal","Kazuki Yamamoto","Luis Perez","Kazuki Yamamoto","Luis Perez"
1966,"Semifinal","Jackson Davis","Max Williams","Jackson Davis","Max Williams"
1966,"Final","Kazuki Yamamoto","Jackson Davis","Jackson Davis","Kazuki Yamamoto"
1967,"Round_of_16","Kazuki Yamamoto","Luis Perez","Luis Perez","Kazuki Yamamoto"
1967,"Round_of_16","Jennifer Maldini","Samuel Flores","Samuel Flores","Jennifer Maldini"
1967,"Round_of_16","Aiden Nguyen","Liam Janssen","Aiden Nguyen","Liam Janssen"
1967,"Round_of_16","Robin Wright","Rafael Castillo","Robin Wright","Rafael Castillo"
1967,"Round_of_16","Jackson Davis","Mateo Diaz","Jackson Davis","Mateo Diaz"
1967,"Round_of_16","Juma Sow","Li Wei","Li Wei","Juma Sow"
1963,"Round_of_16","Li Wei","Max Williams","Li Wei","Max Williams"
1967,"Round_of_16","Noah Fischer","Miguel Sansiro","Noah Fischer","Miguel Sansiro"
1967,"Round_of_16","Max Williams","Malik Obi","Max Williams","Malik Obi"
1967,"Quarterfinal","Luis Perez","Samuel Flores","Luis Perez","Samuel Flores"
1967,"Quarterfinal","Aiden Nguyen","Robin Wright","Robin Wright","Aiden Nguyen"
1967,"Quarterfinal","Jackson Davis","Li Wei","Li Wei","Jackson Davis"
1967,"Quarterfinal","Noah Fischer","Max Williams","Max Williams","Noah Fischer"
1967,"Semifinal","Luis Perez","Robin Wright","Luis Perez","Robin Wright"
1967,"Semifinal","Li Wei","Max Williams","Li Wei","Max Williams"
1967,"Final","Luis Perez","Li Wei","Li Wei","Luis Perez"
1968,"Round_of_16","Samuel Flores","Robin Wright","Samuel Flores","Robin Wright"
1968,"Round_of_16","Aiden Nguyen","Liam Janssen","Liam Janssen","Aiden Nguyen"
1968,"Round_of_16","Rafael Castillo","Li Wei","Li Wei","Rafael Castillo"
1968,"Round_of_16","Kazuki Yamamoto","Jennifer Maldini","Kazuki Yamamoto","Jennifer Maldini"
1968,"Round_of_16","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
1968,"Round_of_16","Juma Sow","Max Williams","Juma Sow","Max Williams"
1968,"Round_of_16","Noah Fischer","Mateo Diaz","Mateo Diaz","Noah Fischer"
1968,"Round_of_16","Miguel Sansiro","Malik Obi","Miguel Sansiro","Malik Obi"
1968,"Quarterfinal","Samuel Flores","Liam Janssen","Samuel Flores","Liam Janssen"
1968,"Quarterfinal","Li Wei","Kazuki Yamamoto","Kazuki Yamamoto","Li Wei"
1968,"Quarterfinal","Jackson Davis","Juma Sow","Jackson Davis","Juma Sow"
1968,"Quarterfinal","Mateo Diaz","Miguel Sansiro","Miguel Sansiro","Mateo Diaz"
1968,"Semifinal","Samuel Flores","Kazuki Yamamoto","Samuel Flores","Kazuki Yamamoto"
1968,"Semifinal","Jackson Davis","Miguel Sansiro","Jackson Davis","Miguel Sansiro"
1968,"Final","Samuel Flores","Jackson Davis","Jackson Davis","Samuel Flores"
1969,"Round_of_16","Liam Janssen","Li Wei","Li Wei","Liam Janssen"
1969,"Round_of_16","Kazuki Yamamoto","Samuel Flores","Samuel Flores","Kazuki Yamamoto"
1969,"Round_of_16","Robin Wright","Juma Sow","Juma Sow","Robin Wright"
1969,"Round_of_16","Aiden Nguyen","Jennifer Maldini","Aiden Nguyen","Jennifer Maldini"
1969,"Round_of_16","Rafael Castillo","Jackson Davis","Rafael Castillo","Jackson Davis"
1969,"Round_of_16","Luis Perez","Max Williams","Luis Perez","Max Williams"
1969,"Round_of_16","Noah Fischer","Miguel Sansiro","Miguel Sansiro","Noah Fischer"
1969,"Round_of_16","Mateo Diaz","Malik Obi","Mateo Diaz","Malik Obi"
1969,"Quarterfinal","Li Wei","Samuel Flores","Samuel Flores","Li Wei"
1969,"Quarterfinal","Juma Sow","Aiden Nguyen","Aiden Nguyen","Juma Sow"
1969,"Quarterfinal","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
1969,"Quarterfinal","Miguel Sansiro","Mateo Diaz","Miguel Sansiro","Mateo Diaz"
1969,"Semifinal","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
1969,"Semifinal","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
1969,"Final","Samuel Flores","Luis Perez","Samuel Flores","Luis Perez"
1970,"Round_of_16","Robin Wright","Aiden Nguyen","Robin Wright","Aiden Nguyen"
1970,"Round_of_16","Samuel Flores","Mateo Diaz","Samuel Flores","Mateo Diaz"
1970,"Round_of_16","Juma Sow","Li Wei","Juma Sow","Li Wei"
1970,"Round_of_16","Rafael Castillo","Liam Janssen","Rafael Castillo","Liam Janssen"
1970,"Round_of_16","Jennifer Maldini","Kazuki Yamamoto","Kazuki Yamamoto","Jennifer Maldini"
1970,"Round_of_16","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
1970,"Round_of_16","Miguel Sansiro","Malik Obi","Miguel Sansiro","Malik Obi"
1970,"Round_of_16","Max Williams","Noah Fischer","Max Williams","Noah Fischer"
1970,"Quarterfinal","Robin Wright","Samuel Flores","Robin Wright","Samuel Flores"
1970,"Quarterfinal","Juma Sow","Rafael Castillo","Rafael Castillo","Juma Sow"
1970,"Quarterfinal","Kazuki Yamamoto","Jackson Davis","Jackson Davis","Kazuki Yamamoto"
1970,"Quarterfinal","Miguel Sansiro","Max Williams","Miguel Sansiro","Max Williams"
1970,"Semifinal","Robin Wright","Rafael Castillo","Robin Wright","Rafael Castillo"
1970,"Semifinal","Jackson Davis","Miguel Sansiro","Jackson Davis","Miguel Sansiro"
1970,"Final","Robin Wright","Jackson Davis","Robin Wright","Jackson Davis"
1971,"Round_of_16","Aiden Nguyen","Li Wei","Aiden Nguyen","Li Wei"
1971,"Round_of_16","Juma Sow","Samuel Flores","Samuel Flores","Juma Sow"
1971,"Round_of_16","Robin Wright","Kazuki Yamamoto","Kazuki Yamamoto","Robin Wright"
1971,"Round_of_16","Rafael Castillo","Max Williams","Rafael Castillo","Max Williams"
1971,"Round_of_16","Jennifer Maldini","Liam Janssen","Jennifer Maldini","Liam Janssen"
1971,"Round_of_16","Jackson Davis","Luis Perez","Luis Perez","Jackson Davis"
1971,"Round_of_16","Miguel Sansiro","Mateo Diaz","Miguel Sansiro","Mateo Diaz"
1971,"Round_of_16","Malik Obi","Noah Fischer","Malik Obi","Noah Fischer"
1971,"Quarterfinal","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
1971,"Quarterfinal","Kazuki Yamamoto","Rafael Castillo","Rafael Castillo","Kazuki Yamamoto"
1971,"Quarterfinal","Luis Perez","Jennifer Maldini","Luis Perez","Jennifer Maldini"
1971,"Quarterfinal","Malik Obi","Miguel Sansiro","Malik Obi","Miguel Sansiro"
1971,"Semifinal","Rafael Castillo","Aiden Nguyen","Rafael Castillo","Aiden Nguyen"
1971,"Semifinal","Luis Perez","Malik Obi","Luis Perez","Malik Obi"
1971,"Final","Rafael Castillo","Luis Perez","Luis Perez","Rafael Castillo"
1972,"Round_of_16","Aiden Nguyen","Rafael Castillo","Aiden Nguyen","Rafael Castillo"
1972,"Round_of_16","Samuel Flores","Luis Perez","Luis Perez","Samuel Flores"
1972,"Round_of_16","Kazuki Yamamoto","Juma Sow","Kazuki Yamamoto","Juma Sow"
